ID,Name,Primary Type,Secondary Type,Image,Additional Images
#624,pawniard,Dark,Steel,https://img.pokemondb.net/sprites/bank/normal/pawniard.png,"['https://img.pokemondb.net/artwork/pawniard.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/pawniard.png', 'https://img.pokemondb.net/sprites/x-y/normal/pawniard.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/pawniard.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/pawniard.png', 'https://img.pokemondb.net/sprites/black-white/shiny/pawniard.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pawniard.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/pawniard.png']"
#625,bisharp,Dark,Steel,https://img.pokemondb.net/sprites/bank/normal/bisharp.png,"['https://img.pokemondb.net/artwork/bisharp.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/bisharp.png', 'https://img.pokemondb.net/sprites/x-y/normal/bisharp.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/bisharp.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/bisharp.png', 'https://img.pokemondb.net/sprites/black-white/shiny/bisharp.png', 'https://img.pokemondb.net/sprites/x-y/shiny/bisharp.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/bisharp.png']"
#626,bouffalant,Normal,,https://img.pokemondb.net/sprites/bank/normal/bouffalant.png,"['https://img.pokemondb.net/artwork/bouffalant.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/bouffalant.png', 'https://img.pokemondb.net/sprites/x-y/normal/bouffalant.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/bouffalant.png', 'https://img.pokemondb.net/sprites/black-white/shiny/bouffalant.png', 'https://img.pokemondb.net/sprites/x-y/shiny/bouffalant.png']"
#627,rufflet,Normal,Flying,https://img.pokemondb.net/sprites/bank/normal/rufflet.png,"['https://img.pokemondb.net/artwork/rufflet.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/rufflet.png', 'https://img.pokemondb.net/sprites/x-y/normal/rufflet.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/rufflet.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/rufflet.png', 'https://img.pokemondb.net/sprites/black-white/shiny/rufflet.png', 'https://img.pokemondb.net/sprites/x-y/shiny/rufflet.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/rufflet.png']"
#628,braviary,Normal,Flying,https://img.pokemondb.net/sprites/bank/normal/braviary.png,"['https://img.pokemondb.net/artwork/braviary.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/braviary.png', 'https://img.pokemondb.net/sprites/x-y/normal/braviary.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/braviary.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/braviary.png', 'https://img.pokemondb.net/sprites/black-white/shiny/braviary.png', 'https://img.pokemondb.net/sprites/x-y/shiny/braviary.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/braviary.png']"
#629,vullaby,Dark,Flying,https://img.pokemondb.net/sprites/bank/normal/vullaby.png,"['https://img.pokemondb.net/artwork/vullaby.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/vullaby.png', 'https://img.pokemondb.net/sprites/x-y/normal/vullaby.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/vullaby.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/vullaby.png', 'https://img.pokemondb.net/sprites/black-white/shiny/vullaby.png', 'https://img.pokemondb.net/sprites/x-y/shiny/vullaby.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/vullaby.png']"
#630,mandibuzz,Dark,Flying,https://img.pokemondb.net/sprites/bank/normal/mandibuzz.png,"['https://img.pokemondb.net/artwork/mandibuzz.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/mandibuzz.png', 'https://img.pokemondb.net/sprites/x-y/normal/mandibuzz.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/mandibuzz.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/mandibuzz.png', 'https://img.pokemondb.net/sprites/black-white/shiny/mandibuzz.png', 'https://img.pokemondb.net/sprites/x-y/shiny/mandibuzz.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/mandibuzz.png']"
#631,heatmor,Fire,,https://img.pokemondb.net/sprites/bank/normal/heatmor.png,"['https://img.pokemondb.net/artwork/heatmor.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/heatmor.png', 'https://img.pokemondb.net/sprites/x-y/normal/heatmor.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/heatmor.png', 'https://img.pokemondb.net/sprites/black-white/shiny/heatmor.png', 'https://img.pokemondb.net/sprites/x-y/shiny/heatmor.png']"
#632,durant,Bug,Steel,https://img.pokemondb.net/sprites/bank/normal/durant.png,"['https://img.pokemondb.net/artwork/durant.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/durant.png', 'https://img.pokemondb.net/sprites/x-y/normal/durant.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/durant.png', 'https://img.pokemondb.net/sprites/black-white/shiny/durant.png', 'https://img.pokemondb.net/sprites/x-y/shiny/durant.png']"
#633,deino,Dark,Dragon,https://img.pokemondb.net/sprites/bank/normal/deino.png,"['https://img.pokemondb.net/artwork/deino.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/deino.png', 'https://img.pokemondb.net/sprites/x-y/normal/deino.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/deino.png', 'https://img.pokemondb.net/sprites/black-white/shiny/deino.png', 'https://img.pokemondb.net/sprites/x-y/shiny/deino.png']"
#634,zweilous,Dark,Dragon,https://img.pokemondb.net/sprites/bank/normal/zweilous.png,"['https://img.pokemondb.net/artwork/zweilous.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/zweilous.png', 'https://img.pokemondb.net/sprites/x-y/normal/zweilous.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/zweilous.png', 'https://img.pokemondb.net/sprites/black-white/shiny/zweilous.png', 'https://img.pokemondb.net/sprites/x-y/shiny/zweilous.png']"
#635,hydreigon,Dark,Dragon,https://img.pokemondb.net/sprites/bank/normal/hydreigon.png,"['https://img.pokemondb.net/artwork/hydreigon.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/hydreigon.png', 'https://img.pokemondb.net/sprites/x-y/normal/hydreigon.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/hydreigon.png', 'https://img.pokemondb.net/sprites/black-white/shiny/hydreigon.png', 'https://img.pokemondb.net/sprites/x-y/shiny/hydreigon.png']"
#636,larvesta,Bug,Fire,https://img.pokemondb.net/sprites/bank/normal/larvesta.png,"['https://img.pokemondb.net/artwork/larvesta.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/larvesta.png', 'https://img.pokemondb.net/sprites/x-y/normal/larvesta.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/larvesta.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/larvesta.png', 'https://img.pokemondb.net/sprites/black-white/shiny/larvesta.png', 'https://img.pokemondb.net/sprites/x-y/shiny/larvesta.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/larvesta.png']"
#637,volcarona,Bug,Fire,https://img.pokemondb.net/sprites/bank/normal/volcarona.png,"['https://img.pokemondb.net/artwork/volcarona.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/volcarona.png', 'https://img.pokemondb.net/sprites/x-y/normal/volcarona.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/volcarona.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/volcarona.png', 'https://img.pokemondb.net/sprites/black-white/shiny/volcarona.png', 'https://img.pokemondb.net/sprites/x-y/shiny/volcarona.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/volcarona.png']"
#638,cobalion,Steel,Fighting,https://img.pokemondb.net/sprites/bank/normal/cobalion.png,"['https://img.pokemondb.net/artwork/cobalion.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/cobalion.png', 'https://img.pokemondb.net/sprites/x-y/normal/cobalion.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/cobalion.png', 'https://img.pokemondb.net/sprites/black-white/shiny/cobalion.png', 'https://img.pokemondb.net/sprites/x-y/shiny/cobalion.png']"
#639,terrakion,Rock,Fighting,https://img.pokemondb.net/sprites/bank/normal/terrakion.png,"['https://img.pokemondb.net/artwork/terrakion.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/terrakion.png', 'https://img.pokemondb.net/sprites/x-y/normal/terrakion.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/terrakion.png', 'https://img.pokemondb.net/sprites/black-white/shiny/terrakion.png', 'https://img.pokemondb.net/sprites/x-y/shiny/terrakion.png']"
#640,virizion,Grass,Fighting,https://img.pokemondb.net/sprites/bank/normal/virizion.png,"['https://img.pokemondb.net/artwork/virizion.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/virizion.png', 'https://img.pokemondb.net/sprites/x-y/normal/virizion.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/virizion.png', 'https://img.pokemondb.net/sprites/black-white/shiny/virizion.png', 'https://img.pokemondb.net/sprites/x-y/shiny/virizion.png']"
#641,tornadus,Flying,,https://img.pokemondb.net/sprites/bank/normal/tornadus.png,"['https://img.pokemondb.net/artwork/tornadus-incarnate.jpg', 'https://img.pokemondb.net/artwork/tornadus-therian.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/tornadus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/normal/tornadus-incarnate.png', 'https://img.pokemondb.net/sprites/black-white/shiny/tornadus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/shiny/tornadus-incarnate.png']"
#642,thundurus,Electric,Flying,https://img.pokemondb.net/sprites/bank/normal/thundurus.png,"['https://img.pokemondb.net/artwork/thundurus-incarnate.jpg', 'https://img.pokemondb.net/artwork/thundurus-therian.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/thundurus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/normal/thundurus-incarnate.png', 'https://img.pokemondb.net/sprites/black-white/shiny/thundurus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/shiny/thundurus-incarnate.png']"
#643,reshiram,Dragon,Fire,https://img.pokemondb.net/sprites/bank/normal/reshiram.png,"['https://img.pokemondb.net/artwork/reshiram.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/reshiram.png', 'https://img.pokemondb.net/sprites/x-y/normal/reshiram.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/reshiram.png', 'https://img.pokemondb.net/sprites/black-white/shiny/reshiram.png', 'https://img.pokemondb.net/sprites/x-y/shiny/reshiram.png']"
#644,zekrom,Dragon,Electric,https://img.pokemondb.net/sprites/bank/normal/zekrom.png,"['https://img.pokemondb.net/artwork/zekrom.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/zekrom.png', 'https://img.pokemondb.net/sprites/x-y/normal/zekrom.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/zekrom.png', 'https://img.pokemondb.net/sprites/black-white/shiny/zekrom.png', 'https://img.pokemondb.net/sprites/x-y/shiny/zekrom.png']"
#645,landorus,Ground,Flying,https://img.pokemondb.net/sprites/bank/normal/landorus.png,"['https://img.pokemondb.net/artwork/landorus-incarnate.jpg', 'https://img.pokemondb.net/artwork/landorus-therian.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/landorus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/normal/landorus-incarnate.png', 'https://img.pokemondb.net/sprites/black-white/shiny/landorus-incarnate.png', 'https://img.pokemondb.net/sprites/x-y/shiny/landorus-incarnate.png']"
#646,kyurem,Dragon,Ice,https://img.pokemondb.net/sprites/bank/normal/kyurem.png,"['https://img.pokemondb.net/artwork/kyurem.jpg', 'https://img.pokemondb.net/artwork/kyurem-black.jpg', 'https://img.pokemondb.net/artwork/kyurem-white.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/kyurem.png', 'https://img.pokemondb.net/sprites/x-y/normal/kyurem-normal.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/kyurem.png', 'https://img.pokemondb.net/sprites/black-white/shiny/kyurem.png', 'https://img.pokemondb.net/sprites/x-y/shiny/kyurem-normal.png']"
#647,keldeo,Water,Fighting,https://img.pokemondb.net/sprites/bank/normal/keldeo.png,"['https://img.pokemondb.net/artwork/keldeo-ordinary.jpg', 'https://img.pokemondb.net/artwork/keldeo-resolute.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/keldeo-ordinary.png', 'https://img.pokemondb.net/sprites/x-y/normal/keldeo-ordinary.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/keldeo-ordinary.png', 'https://img.pokemondb.net/sprites/black-white/shiny/keldeo-ordinary.png', 'https://img.pokemondb.net/sprites/x-y/shiny/keldeo-ordinary.png']"
#648,meloetta,Normal,Psychic,https://img.pokemondb.net/sprites/bank/normal/meloetta.png,"['https://img.pokemondb.net/artwork/meloetta-aria.jpg', 'https://img.pokemondb.net/artwork/meloetta-pirouette.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/meloetta-aria.png', 'https://img.pokemondb.net/sprites/x-y/normal/meloetta-aria.png', 'https://img.pokemondb.net/sprites/black-white/shiny/meloetta-aria.png', 'https://img.pokemondb.net/sprites/x-y/shiny/meloetta-aria.png']"
#649,genesect,Bug,Steel,https://img.pokemondb.net/sprites/bank/normal/genesect.png,"['https://img.pokemondb.net/artwork/genesect.jpg', 'https://img.pokemondb.net/sprites/black-white/normal/genesect.png', 'https://img.pokemondb.net/sprites/x-y/normal/genesect.png', 'https://img.pokemondb.net/sprites/black-white/shiny/genesect.png', 'https://img.pokemondb.net/sprites/x-y/shiny/genesect.png']"
#650,chespin,Grass,,https://img.pokemondb.net/sprites/bank/normal/chespin.png,"['https://img.pokemondb.net/artwork/chespin.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/chespin.png', 'https://img.pokemondb.net/sprites/x-y/shiny/chespin.png']"
#651,quilladin,Grass,,https://img.pokemondb.net/sprites/bank/normal/quilladin.png,"['https://img.pokemondb.net/artwork/quilladin.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/quilladin.png', 'https://img.pokemondb.net/sprites/x-y/shiny/quilladin.png']"
#652,chesnaught,Grass,Fighting,https://img.pokemondb.net/sprites/bank/normal/chesnaught.png,"['https://img.pokemondb.net/artwork/chesnaught.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/chesnaught.png', 'https://img.pokemondb.net/sprites/x-y/shiny/chesnaught.png']"
#653,fennekin,Fire,,https://img.pokemondb.net/sprites/bank/normal/fennekin.png,"['https://img.pokemondb.net/artwork/fennekin.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/fennekin.png', 'https://img.pokemondb.net/sprites/x-y/shiny/fennekin.png']"
#654,braixen,Fire,,https://img.pokemondb.net/sprites/bank/normal/braixen.png,"['https://img.pokemondb.net/artwork/braixen.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/braixen.png', 'https://img.pokemondb.net/sprites/x-y/shiny/braixen.png']"
#655,delphox,Fire,Psychic,https://img.pokemondb.net/sprites/bank/normal/delphox.png,"['https://img.pokemondb.net/artwork/delphox.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/delphox.png', 'https://img.pokemondb.net/sprites/x-y/shiny/delphox.png']"
#656,froakie,Water,,https://img.pokemondb.net/sprites/bank/normal/froakie.png,"['https://img.pokemondb.net/artwork/froakie.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/froakie.png', 'https://img.pokemondb.net/sprites/x-y/shiny/froakie.png']"
#657,frogadier,Water,,https://img.pokemondb.net/sprites/bank/normal/frogadier.png,"['https://img.pokemondb.net/artwork/frogadier.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/frogadier.png', 'https://img.pokemondb.net/sprites/x-y/shiny/frogadier.png']"
#658,greninja,Water,Dark,https://img.pokemondb.net/sprites/bank/normal/greninja.png,"['https://img.pokemondb.net/artwork/greninja.jpg', 'https://img.pokemondb.net/artwork/greninja-ash.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/greninja.png', 'https://img.pokemondb.net/sprites/x-y/shiny/greninja.png']"
#659,bunnelby,Normal,,https://img.pokemondb.net/sprites/bank/normal/bunnelby.png,"['https://img.pokemondb.net/artwork/bunnelby.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/bunnelby.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/bunnelby.png', 'https://img.pokemondb.net/sprites/x-y/shiny/bunnelby.png']"
#660,diggersby,Normal,Ground,https://img.pokemondb.net/sprites/bank/normal/diggersby.png,"['https://img.pokemondb.net/artwork/diggersby.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/diggersby.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/diggersby.png', 'https://img.pokemondb.net/sprites/x-y/shiny/diggersby.png']"
#661,fletchling,Normal,Flying,https://img.pokemondb.net/sprites/bank/normal/fletchling.png,"['https://img.pokemondb.net/artwork/fletchling.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/fletchling.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/fletchling.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/fletchling.png', 'https://img.pokemondb.net/sprites/x-y/shiny/fletchling.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/fletchling.png']"
#662,fletchinder,Fire,Flying,https://img.pokemondb.net/sprites/bank/normal/fletchinder.png,"['https://img.pokemondb.net/artwork/fletchinder.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/fletchinder.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/fletchinder.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/fletchinder.png', 'https://img.pokemondb.net/sprites/x-y/shiny/fletchinder.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/fletchinder.png']"
#663,talonflame,Fire,Flying,https://img.pokemondb.net/sprites/bank/normal/talonflame.png,"['https://img.pokemondb.net/artwork/talonflame.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/talonflame.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/talonflame.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/talonflame.png', 'https://img.pokemondb.net/sprites/x-y/shiny/talonflame.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/talonflame.png']"
#664,scatterbug,Bug,,https://img.pokemondb.net/sprites/bank/normal/scatterbug.png,"['https://img.pokemondb.net/artwork/scatterbug.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/scatterbug.png', 'https://img.pokemondb.net/sprites/x-y/shiny/scatterbug.png']"
#665,spewpa,Bug,,https://img.pokemondb.net/sprites/bank/normal/spewpa.png,"['https://img.pokemondb.net/artwork/spewpa.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/spewpa.png', 'https://img.pokemondb.net/sprites/x-y/shiny/spewpa.png']"
#666,vivillon,Bug,Flying,https://img.pokemondb.net/sprites/bank/normal/vivillon.png,"['https://img.pokemondb.net/artwork/vivillon.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/vivillon-meadow.png', 'https://img.pokemondb.net/sprites/x-y/shiny/vivillon-meadow.png']"
#667,litleo,Fire,Normal,https://img.pokemondb.net/sprites/bank/normal/litleo.png,"['https://img.pokemondb.net/artwork/litleo.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/litleo.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/litleo.png', 'https://img.pokemondb.net/sprites/x-y/shiny/litleo.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/litleo.png']"
#668,pyroar,Fire,Normal,https://img.pokemondb.net/sprites/bank/normal/pyroar.png,"['https://img.pokemondb.net/artwork/pyroar.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/pyroar-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/pyroar-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pyroar-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/pyroar-f.png']"
#669,flabebe,Fairy,,https://img.pokemondb.net/sprites/bank/normal/flabebe.png,"['https://img.pokemondb.net/artwork/flabebe.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/flabebe-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/flabebe-red.png', 'https://img.pokemondb.net/sprites/x-y/shiny/flabebe-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/flabebe-red.png']"
#670,floette,Fairy,,https://img.pokemondb.net/sprites/bank/normal/floette.png,"['https://img.pokemondb.net/artwork/floette.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/floette-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/floette-red.png', 'https://img.pokemondb.net/sprites/x-y/shiny/floette-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/floette-red.png']"
#671,florges,Fairy,,https://img.pokemondb.net/sprites/bank/normal/florges.png,"['https://img.pokemondb.net/artwork/florges.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/florges-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/florges-red.png', 'https://img.pokemondb.net/sprites/x-y/shiny/florges-red.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/florges-red.png']"
#672,skiddo,Grass,,https://img.pokemondb.net/sprites/bank/normal/skiddo.png,"['https://img.pokemondb.net/artwork/skiddo.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/skiddo.png', 'https://img.pokemondb.net/sprites/x-y/shiny/skiddo.png']"
#673,gogoat,Grass,,https://img.pokemondb.net/sprites/bank/normal/gogoat.png,"['https://img.pokemondb.net/artwork/gogoat.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/gogoat.png', 'https://img.pokemondb.net/sprites/x-y/shiny/gogoat.png']"
#674,pancham,Fighting,,https://img.pokemondb.net/sprites/bank/normal/pancham.png,"['https://img.pokemondb.net/artwork/pancham.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/pancham.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/pancham.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/pancham.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pancham.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/pancham.png']"
#675,pangoro,Fighting,Dark,https://img.pokemondb.net/sprites/bank/normal/pangoro.png,"['https://img.pokemondb.net/artwork/pangoro.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/pangoro.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/pangoro.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/pangoro.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pangoro.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/pangoro.png']"
#676,furfrou,Normal,,https://img.pokemondb.net/sprites/bank/normal/furfrou.png,"['https://img.pokemondb.net/artwork/furfrou.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/furfrou-natural.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/furfrou.png', 'https://img.pokemondb.net/sprites/x-y/shiny/furfrou-natural.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/furfrou.png']"
#677,espurr,Psychic,,https://img.pokemondb.net/sprites/bank/normal/espurr.png,"['https://img.pokemondb.net/artwork/espurr.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/espurr.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/espurr.png', 'https://img.pokemondb.net/sprites/x-y/shiny/espurr.png']"
#678,meowstic,Psychic,,https://img.pokemondb.net/sprites/bank/normal/meowstic.png,"['https://img.pokemondb.net/artwork/meowstic-male.jpg', 'https://img.pokemondb.net/artwork/meowstic-female.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/meowstic-female.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/meowstic-male.png', 'https://img.pokemondb.net/sprites/x-y/shiny/meowstic-female.png']"
#679,honedge,Steel,Ghost,https://img.pokemondb.net/sprites/bank/normal/honedge.png,"['https://img.pokemondb.net/artwork/honedge.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/honedge.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/honedge.png', 'https://img.pokemondb.net/sprites/x-y/shiny/honedge.png']"
#680,doublade,Steel,Ghost,https://img.pokemondb.net/sprites/bank/normal/doublade.png,"['https://img.pokemondb.net/artwork/doublade.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/doublade.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/doublade.png', 'https://img.pokemondb.net/sprites/x-y/shiny/doublade.png']"
#681,aegislash,Steel,Ghost,https://img.pokemondb.net/sprites/bank/normal/aegislash.png,"['https://img.pokemondb.net/artwork/aegislash-shield.jpg', 'https://img.pokemondb.net/artwork/aegislash-blade.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/aegislash-shield.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/aegislash-shield.png', 'https://img.pokemondb.net/sprites/x-y/shiny/aegislash-shield.png']"
#682,spritzee,Fairy,,https://img.pokemondb.net/sprites/bank/normal/spritzee.png,"['https://img.pokemondb.net/artwork/spritzee.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/spritzee.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/spritzee.png', 'https://img.pokemondb.net/sprites/x-y/shiny/spritzee.png']"
#683,aromatisse,Fairy,,https://img.pokemondb.net/sprites/bank/normal/aromatisse.png,"['https://img.pokemondb.net/artwork/aromatisse.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/aromatisse.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/aromatisse.png', 'https://img.pokemondb.net/sprites/x-y/shiny/aromatisse.png']"
#684,swirlix,Fairy,,https://img.pokemondb.net/sprites/bank/normal/swirlix.png,"['https://img.pokemondb.net/artwork/swirlix.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/swirlix.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/swirlix.png', 'https://img.pokemondb.net/sprites/x-y/shiny/swirlix.png']"
#685,slurpuff,Fairy,,https://img.pokemondb.net/sprites/bank/normal/slurpuff.png,"['https://img.pokemondb.net/artwork/slurpuff.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/slurpuff.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/slurpuff.png', 'https://img.pokemondb.net/sprites/x-y/shiny/slurpuff.png']"
#686,inkay,Dark,Psychic,https://img.pokemondb.net/sprites/bank/normal/inkay.png,"['https://img.pokemondb.net/artwork/inkay.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/inkay.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/inkay.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/inkay.png', 'https://img.pokemondb.net/sprites/x-y/shiny/inkay.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/inkay.png']"
#687,malamar,Dark,Psychic,https://img.pokemondb.net/sprites/bank/normal/malamar.png,"['https://img.pokemondb.net/artwork/malamar.jpg', 'https://img.pokemondb.net/sprites/x-y/normal/malamar.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/malamar.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/malamar.png', 'https://img.pokemondb.net/sprites/x-y/shiny/malamar.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/malamar.png']"
